Date	SP_ADJ_CLOSE	GE_ADJ_CLOSE
11/1/1995	605.369995	4.465977
12/1/1995	615.929993	4.790321
1/1/1996	636.02002	5.309621
2/1/1996	640.429993	5.223147
3/1/1996	645.5	5.38745
4/1/1996	654.169983	5.543319
5/1/1996	669.119995	5.937989
6/1/1996	670.630005	6.225019
7/1/1996	639.950012	5.902108
8/1/1996	651.98999	6.161
9/1/1996	687.330017	6.744669
10/1/1996	705.27002	7.393975
11/1/1996	757.02002	7.948047
12/1/1996	740.73999	7.556375
1/1/1997	786.159973	8.156401
2/1/1997	790.820007	8.107145
3/1/1997	757.119995	7.821474
4/1/1997	801.340027	9.019775
5/1/1997	848.280029	9.812052
6/1/1997	885.140015	10.563697
7/1/1997	954.309998	11.396607
8/1/1997	899.469971	10.288279
9/1/1997	947.280029	11.192748
10/1/1997	914.619995	10.752922
11/1/1997	955.400024	12.292024
12/1/1997	970.429993	12.208827
1/1/1998	980.280029	13.061196
2/1/1998	1049.339966	13.10332
3/1/1998	1101.75	14.525311
4/1/1998	1111.75	14.528116
5/1/1998	1090.819946	14.219
6/1/1998	1133.839966	15.498073
7/1/1998	1120.670044	15.252921
8/1/1998	957.280029	13.779799
9/1/1998	1017.01001	13.704445
10/1/1998	1098.670044	15.236749
11/1/1998	1163.630005	15.737392
12/1/1998	1229.22998	17.7617
1/1/1999	1279.640015	18.45293
2/1/1999	1238.329956	17.650154
3/1/1999	1286.369995	19.464653
4/1/1999	1335.180054	18.740225
5/1/1999	1301.839966	18.084425
6/1/1999	1372.709961	20.096281
7/1/1999	1328.719971	19.384901
8/1/1999	1320.410034	20.161942
9/1/1999	1282.709961	21.283913
10/1/1999	1362.930054	24.539244
11/1/1999	1388.910034	23.565828
12/1/1999	1469.25	28.025446
1/1/2000	1394.459961	24.45826
2/1/2000	1366.420044	24.161667
3/1/2000	1498.579956	28.405361
4/1/2000	1452.430054	28.957579
5/1/2000	1420.599976	29.072681
6/1/2000	1454.599976	29.279854
7/1/2000	1430.829956	28.554747
8/1/2000	1517.680054	32.472736
9/1/2000	1436.51001	32.022686
10/1/2000	1429.400024	30.431477
11/1/2000	1314.949951	27.516724
12/1/2000	1320.280029	26.61454
1/1/2001	1366.01001	25.610838
2/1/2001	1239.939941	25.90048
3/1/2001	1160.329956	23.315994
4/1/2001	1249.459961	27.128582
5/1/2001	1255.819946	27.391308
6/1/2001	1224.380005	27.391308
7/1/2001	1211.22998	24.316772
8/1/2001	1133.579956	22.937496
9/1/2001	1040.939941	20.862459
10/1/2001	1059.780029	20.51186
11/1/2001	1139.449951	21.68928
12/1/2001	1148.079956	22.579378
1/1/2002	1130.199951	21.02206
2/1/2002	1106.72998	21.785988
3/1/2002	1147.390015	21.262285
4/1/2002	1076.920044	17.936508
5/1/2002	1067.140015	17.703423
6/1/2002	989.820007	16.51523
7/1/2002	911.619995	18.420771
8/1/2002	916.070007	17.248016
9/1/2002	815.280029	14.101614
10/1/2002	885.76001	14.545952
11/1/2002	936.309998	15.623219
12/1/2002	879.820007	14.027484
1/1/2003	855.700012	13.431291
2/1/2003	841.150024	13.959493
3/1/2003	848.179993	14.91933
4/1/2003	916.919983	17.230366
5/1/2003	963.590027	16.791557
6/1/2003	974.5	16.779861
7/1/2003	990.309998	16.748196
8/1/2003	1008.01001	17.413649
9/1/2003	995.969971	17.554985
10/1/2003	1050.709961	17.18988
11/1/2003	1058.199951	16.988411
12/1/2003	1111.920044	18.357199
1/1/2004	1131.130005	20.058041
2/1/2004	1144.939941	19.396004
3/1/2004	1126.209961	18.314232
4/1/2004	1107.300049	17.972193
5/1/2004	1120.680054	18.674274
6/1/2004	1140.839966	19.442379
7/1/2004	1101.719971	20.07255
8/1/2004	1104.23999	19.794865
9/1/2004	1114.579956	20.271776
10/1/2004	1130.199951	20.719889
11/1/2004	1173.819946	21.472904
12/1/2004	1211.920044	22.165192
1/1/2005	1181.27002	22.071131
2/1/2005	1203.599976	21.503017
3/1/2005	1180.589966	22.166641
4/1/2005	1156.849976	22.252697
5/1/2005	1191.5	22.424814
6/1/2005	1191.329956	21.299883
7/1/2005	1234.180054	21.339108
8/1/2005	1220.329956	20.788622
9/1/2005	1228.810059	20.825731
10/1/2005	1207.01001	21.112625
11/1/2005	1249.47998	22.239548
12/1/2005	1248.290039	21.822392
1/1/2006	1280.079956	20.535753
2/1/2006	1280.660034	20.611
3/1/2006	1294.869995	21.971935
4/1/2006	1310.609985	21.851915
5/1/2006	1270.089966	21.643436
6/1/2006	1270.199951	20.822174
7/1/2006	1276.660034	20.806087
8/1/2006	1303.819946	21.678055
9/1/2006	1335.849976	22.467268
10/1/2006	1377.939941	22.50701
11/1/2006	1400.630005	22.615997
12/1/2006	1418.300049	23.853207
1/1/2007	1438.23999	23.280466
2/1/2007	1406.819946	22.54427
3/1/2007	1420.859985	23.014317
4/1/2007	1482.369995	23.990606
5/1/2007	1530.619995	24.459223
6/1/2007	1503.349976	24.914825
7/1/2007	1455.27002	25.409332
8/1/2007	1473.98999	25.481445
9/1/2007	1526.75	27.139996
10/1/2007	1549.380005	27.164753
11/1/2007	1481.140015	25.270628
12/1/2007	1468.359985	24.465448
1/1/2008	1378.550049	23.536394
2/1/2008	1330.630005	22.058712
3/1/2008	1322.699951	24.858952
4/1/2008	1385.589966	21.964001
5/1/2008	1400.380005	20.634071
6/1/2008	1280	17.927191
7/1/2008	1267.380005	19.213018
8/1/2008	1282.829956	19.083975
9/1/2008	1166.359985	17.318201
10/1/2008	968.75	13.428095
11/1/2008	896.23999	11.817547
12/1/2008	903.25	11.14993
1/1/2009	825.880005	8.509231
2/1/2009	735.090027	5.969791
3/1/2009	797.869995	7.300591
4/1/2009	872.809998	9.134766
5/1/2009	919.140015	9.734123
6/1/2009	919.320007	8.463201
7/1/2009	987.47998	9.755997
8/1/2009	1020.619995	10.120024
9/1/2009	1057.079956	11.954733
10/1/2009	1036.189941	10.443558
11/1/2009	1095.630005	11.732526
12/1/2009	1115.099976	11.080719
1/1/2010	1073.869995	11.85304
2/1/2010	1104.48999	11.838294
3/1/2010	1169.430054	13.499495
4/1/2010	1186.689941	13.989039
5/1/2010	1089.410034	12.127292
6/1/2010	1030.709961	10.695752
7/1/2010	1101.599976	12.032611
8/1/2010	1049.329956	10.808451
9/1/2010	1141.199951	12.129651
10/1/2010	1183.26001	12.046435
11/1/2010	1180.550049	11.903563
12/1/2010	1257.640015	13.753391
1/1/2011	1286.119995	15.263903
2/1/2011	1327.219971	15.855059
3/1/2011	1325.829956	15.300853
4/1/2011	1363.609985	15.606102
5/1/2011	1345.199951	14.987969
6/1/2011	1320.640015	14.392717
7/1/2011	1292.280029	13.780144
8/1/2011	1218.890015	12.549087
9/1/2011	1131.420044	11.710427
10/1/2011	1253.300049	12.980156
11/1/2011	1246.959961	12.358725
12/1/2011	1257.599976	13.912304
1/1/2012	1312.410034	14.674761
2/1/2012	1365.680054	14.941432
3/1/2012	1408.469971	15.880677
4/1/2012	1397.910034	15.492954
5/1/2012	1310.329956	15.105241
6/1/2012	1362.160034	16.489952
7/1/2012	1379.319946	16.605099
8/1/2012	1406.579956	16.57309
9/1/2012	1440.670044	18.17358
10/1/2012	1412.160034	16.981876
11/1/2012	1416.180054	17.03833
12/1/2012	1426.189941	16.92544
1/1/2013	1498.109985	18.129589
2/1/2013	1514.680054	18.894482
3/1/2013	1569.189941	18.967052
4/1/2013	1597.569946	18.28614
5/1/2013	1630.73999	19.131126
6/1/2013	1606.280029	19.024477
7/1/2013	1685.72998	20.152189
8/1/2013	1632.969971	19.135069
9/1/2013	1681.550049	19.755264
10/1/2013	1756.540039	21.78233
11/1/2013	1805.810059	22.215643
12/1/2013	1848.359985	23.357256
1/1/2014	1782.589966	21.110132
2/1/2014	1859.449951	21.395748
3/1/2014	1872.339966	21.938578
4/1/2014	1883.949951	22.785957
5/1/2014	1923.569946	22.701221
6/1/2014	1960.22998	22.269062
7/1/2014	1930.670044	21.48732
8/1/2014	2003.369995	22.196438
9/1/2014	1972.290039	21.888878
10/1/2014	2018.050049	22.237427
11/1/2014	2067.560059	22.823307
12/1/2014	2058.899902	21.772179
1/1/2015	1994.98999	20.776976
2/1/2015	2104.5	22.603336
3/1/2015	2067.889893	21.775448
4/1/2015	2085.51001	23.767799
5/1/2015	2107.389893	23.934561
6/1/2015	2063.110107	23.320179
7/1/2015	2103.840088	23.102518
8/1/2015	1972.180054	22.137697
9/1/2015	1920.030029	22.323578
10/1/2015	2079.360107	25.827738
11/1/2015	2080.409912	26.738676
12/1/2015	2043.939941	27.819298
1/1/2016	1940.23999	26.182878
2/1/2016	1932.22998	26.218866
3/1/2016	2059.73999	28.832203
4/1/2016	2065.300049	27.888969
5/1/2016	2096.949951	27.417351
6/1/2016	2098.860107	28.551046
7/1/2016	2173.600098	28.456642
8/1/2016	2170.949951	28.548023
9/1/2016	2168.27002	27.067621
10/1/2016	2126.149902	26.799973
11/1/2016	2198.810059	28.32877
12/1/2016	2238.830078	29.102377
1/1/2017	2278.870117	27.558399
2/1/2017	2363.639893	27.660467
3/1/2017	2362.719971	27.871738
4/1/2017	2384.199951	27.114147
5/1/2017	2411.800049	25.608328
6/1/2017	2423.409912	25.262268
7/1/2017	2470.300049	24.356915
8/1/2017	2471.649902	23.348778
9/1/2017	2519.360107	22.99688
10/1/2017	2575.26001	19.365156
11/1/2017	2584.840088	17.568886
12/1/2017	2673.610107	16.762003
1/1/2018	2823.810059	15.746106
2/1/2018	2713.830078	13.740108
3/1/2018	2640.870117	13.235257
4/1/2018	2648.050049	13.814545
5/1/2018	2705.27002	13.824364
6/1/2018	2718.370117	13.362897
7/1/2018	2816.290039	13.501314
8/1/2018	2901.52002	12.817828
9/1/2018	2913.97998	11.183407
10/1/2018	2711.73999	10.1
